code,name,mainFoodType,detailedFoodType,calorie,protein,fat,carbohydrate,taste,mainIngredient,secondaryIngredient,cookMethod
D017394,마카다미아넛 쿠키,과자류,쿠키.비스킷류,185,2,11,19,단맛,견과류,바닐라추출물,굽기
D017395,록키로드 쿠키,과자류,쿠키.비스킷류,158,3,10,19,단맛,초콜릿,아몬드,굽기
D018385,팥빙수,아이스크림류,빙수류,401.79,14.29,1.67,82.39,단맛,곡물,떡,끓이기
D018766,아이스크림,아이스크림류,아이스크림류,135,3,3.5,24,단맛,유제품,설탕,알 수 없음
D018767,초코아이스크림,아이스크림류,아이스크림류,190,4,6,30,단맛,초콜릿,설탕,알 수 없음
D018768,흑당아이스크림,아이스크림류,아이스크림류,251,3,2.7,53,단맛,당류,밀크,굽기
D015456,무지개와 노래하는 뽀로로,빵류,케이크류,280,3,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D018789,초코아츄,아이스크림류,아이스크림류,332,6,12,50,단맛,초콜릿,아몬드,굽기
D018790,흑당아츄,아이스크림류,아이스크림류,393,5,9,73,단맛,당류,설탕,굽기
D010778,꿀 자몽,아이스크림류,아이스크림류,143.3,1.3,10.5,25,단맛,과일류,설탕,무치기
D010779,허니 레몬,아이스크림류,아이스크림류,129.3,1.6,10.5,25,단맛,과일류,꿀,끓이기
D010780,복숭아,아이스크림류,아이스크림류,130.3,1.6,10.5,25,단맛,과일류,설탕,끓이기
D010781,블루베리 솔베,아이스크림류,아이스크림류,117.6,0.3,10.5,25,단맛,과일류,설탕,굽기
D010782,망고 솔베,아이스크림류,아이스크림류,120.7,0.4,10.5,25,단맛,과일류,설탕,끓이기
D010783,딸기 솔베,아이스크림류,아이스크림류,103,0.5,10.5,25,단맛,과일류,설탕,굽기
D010784,블루베리 라떼,아이스크림류,아이스크림류,123.4,1.5,10.5,25,단맛,과일류,설탕,끓이기
D010785,망고 라떼,아이스크림류,아이스크림류,123.9,1.6,10.5,25,단맛,과일류,설탕,굽기
D010786,딸기 라떼,아이스크림류,아이스크림류,120.8,1.6,10.5,25,단맛,과일류,설탕,끓이기
D010787,레몬,아이스크림류,아이스크림류,117.7,0.5,10.5,25,신맛,과일류,설탕,무치기
D015460,꼬마버스 타요,빵류,케이크류,280,3,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D010789,바나나 속 초코칩,아이스크림류,아이스크림류,185.1,3.7,10.5,25,단맛,과일류,설탕,굽기
D010790,헤이즐넛 초코렛,아이스크림류,아이스크림류,192.9,4.2,10.5,25,단맛,견과류,설탕,굽기
D010791,바나나,아이스크림류,아이스크림류,169.7,3.7,10.5,25,단맛,과일류,설탕,로스팅
D010792,카페 모카,아이스크림류,아이스크림류,158.7,3.3,10.5,25,단맛,커피,초콜릿,끓이기
D010793,민트 초코,아이스크림류,아이스크림류,181.2,3.3,10.5,25,단맛,초콜릿,초콜릿,알 수 없음
D010794,바닐라 빈,아이스크림류,아이스크림류,164.6,3.6,10.5,25,단맛,향신료,설탕,알 수 없음
D010795,솔티드 카라멜,아이스크림류,아이스크림류,166.7,3.2,10.5,25,단맛,당류,소금,굽기
D010796,바닐라,아이스크림류,아이스크림류,165.6,3.6,10.5,25,단맛,향신료,설탕,알 수 없음
D010797,카라멜,아이스크림류,아이스크림류,171.2,3.2,10.5,25,단맛,당류,설탕,굽기
D010798,마스카포네치즈,아이스크림류,아이스크림류,178.9,4.4,10.5,25,담백한맛,유제품,밀크,무치기
D010799,그린티,아이스크림류,아이스크림류,160.6,4,10.5,25,담백한맛,차류,꿀,끓이기
D010800,피넛버터 & 젤리,아이스크림류,아이스크림류,202,5.4,10.5,25,단맛,견과류,빵,굽기
D010801,스트라치아텔라,아이스크림류,아이스크림류,177,3.8,10.5,25,담백한맛,치즈,바질,굽기
D010802,그린티 티라미수,아이스크림류,아이스크림류,178.2,4.4,10.5,25,단맛,차류,말차,굽기
D010803,티라미수,아이스크림류,아이스크림류,164.6,4.2,10.5,25,단맛,치즈,에스프레소,무치기
D010804,쿠키 & 크림,아이스크림류,아이스크림류,167.6,3.6,10.5,25,단맛,밀가루,오레오,굽기
D010805,초코렛,아이스크림류,아이스크림류,193.3,4.3,10.5,25,단맛,초콜릿,설탕,로스팅
D010806,땅콩 바나나,아이스크림류,아이스크림류,194.6,5,10.5,25,단맛,과일류,꿀,굽기
D010807,솜사탕,아이스크림류,아이스크림류,119.1,1.3,10.5,25,단맛,당류,색소,알 수 없음
D010808,다크초코렛,아이스크림류,아이스크림류,168.1,3.7,10.5,25,단맛,초콜릿,설탕,굽기
D010809,리코타,아이스크림류,아이스크림류,164,4.1,10.5,25,담백한맛,치즈,소금,굽기
D010810,크리미 요거트,아이스크림류,아이스크림류,171.9,3.2,10.5,25,단맛,유제품,설탕,굽기
D010811,요거트,아이스크림류,아이스크림류,150.1,2.6,10.5,25,단맛,유제품,설탕,알 수 없음
D015466,노래하는 뽀로로와 친구들,빵류,케이크류,300,4,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D016900,생크림케이크5호B,빵류,케이크류,195,3,8,30,단맛,알 수 없음,밀가루,굽기
D010814,플레인 와플콘,아이스크림류,아이스크림류,61.8,1.5,10.5,25,단맛,밀가루,설탕,굽기
D010815,레드 포레스트,아이스크림류,아이스크림류,154.8,2.8,10.5,25,단맛,초콜릿,체리,알 수 없음
D010816,더블 초코 바나나,아이스크림류,아이스크림류,187.5,3.9,10.5,25,단맛,과일류,바나나,굽기
D010817,망고 요거트,아이스크림류,아이스크림류,147.9,2.4,10.5,25,단맛,과일류,요거트,무치기
D010818,솔티드 카초멜리아,아이스크림류,아이스크림류,180,3.8,10.5,25,단맛,커피,소금,굽기
D016913,달콤밀크초코케익4호,빵류,케이크류,225,3,8,30,단맛,알 수 없음,설탕,굽기
D010820,딸기 요거트,아이스크림류,아이스크림류,146.4,2.4,10.5,25,단맛,과일류,설탕,무치기
D010821,블루베리 요거트,아이스크림류,아이스크림류,147.7,2.4,10.5,25,단맛,과일류,설탕,무치기
D010927,까르보나라 젤빙,아이스크림류,빙수류,592.3,8.4,4.0572,148.12,담백한맛,면,페퍼론치노,굽기
D010928,망고 크림젤빙,아이스크림류,빙수류,931,5,3.9753,145.13,단맛,과일류,슈가,끓이기
D010929,망고젤빙,아이스크림류,빙수류,561.4,9.16,3.3327,121.67,단맛,과일류,망고,끓이기
D010930,치즈베리 젤빙,아이스크림류,빙수류,620.4,13.04,3.0933,112.93,단맛,치즈,젤라틴,굽기
D010931,밀크팥 젤빙,아이스크림류,빙수류,731,12.57,2.8728,104.88,단맛,곡물,설탕,끓이기
D010932,딸기젤빙,아이스크림류,빙수류,518,7.6,3.0303,110.63,단맛,과일류,젤라틴,끓이기
D010933,오리지날 팥빙수,아이스크림류,빙수류,676,130,4.6683,170.43,단맛,곡물,팥,끓이기
D010934,요거트빙수,아이스크림류,빙수류,695,123,4.6179,168.59,단맛,유제품,딸기,무치기
D010935,녹차빙수,아이스크림류,빙수류,756,18,4.3533,158.93,단맛,차류,팥,끓이기
D010936,쿠키&크림빙수,아이스크림류,빙수류,701,11,3.591,131.1,단맛,유제품,오레오,끓이기
D010937,망고빙수,아이스크림류,빙수류,580.9,8.9,4.41,161,단맛,과일류,빙수팥,끓이기
D010938,블루베리치즈빙수,아이스크림류,빙수류,679.6,21.2,4.3155,157.55,단맛,과일류,블루베리,무치기
D011029,순수우유 소프트콘,아이스크림류,아이스크림류,351,7,16.8,40,단맛,유제품,설탕,굽기
D011030,순수우유 초코콘,아이스크림류,아이스크림류,432,7,18.9,45,단맛,유제품,초콜릿,굽기
D011032,크리스피 아이스크림 콘,아이스크림류,아이스크림류,284,5,17.325,41.25,단맛,유제품,바닐라,굽기
D011124,플레인(콘),아이스크림류,아이스크림류,220,3,12.6,30,담백한맛,채소류,설탕,굽기
D011125,플레인(컵),아이스크림류,아이스크림류,201,2,12.6,30,담백한맛,커피,설탕,알 수 없음
D011126,스트로베리,아이스크림류,아이스크림류,213,3,12.6,30,단맛,과일류,설탕,알 수 없음
D011127,망고,아이스크림류,아이스크림류,208,3,12.6,30,단맛,과일류,설탕,무치기
D011128,블루베리,아이스크림류,아이스크림류,204,2,14.175,33.75,단맛,과일류,설탕,굽기
D011129,스트로베리 치즈,아이스크림류,아이스크림류,288,4,16.905,40.25,단맛,과일류,크래커,굽기
D011130,블루베리 치즈,아이스크림류,아이스크림류,278,4,15.12,36,단맛,과일류,크래커,굽기
D011131,초코슈,아이스크림류,아이스크림류,435,5,13.65,32.5,단맛,초콜릿,버터,굽기
D011132,바닐라슈,아이스크림류,아이스크림류,423,5,13.65,32.5,단맛,향신료,설탕,굽기
D011147,플레인 밀크 아이스크림 (콘),아이스크림류,아이스크림류,156,5,12.6,30,단맛,유제품,설탕,알 수 없음
D011148,플레인 밀크 아이스크림 (컵),아이스크림류,아이스크림류,94.6,3.4,12.6,30,단맛,유제품,설탕,굽기
D011149,티라미수 밀크 아이스크림,아이스크림류,아이스크림류,120.5,3,12.6,30,단맛,커피,설탕,굽기
D011150,밀크 아포가토,아이스크림류,아이스크림류,110,4,14.7,35,단맛,유제품,에스프레소,굽기
D016911,로맨틱홀리데이,빵류,케이크류,265,3,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D011194,딸기&피스타치오 메리 스노우 빙수,아이스크림류,빙수류,620,7.9,2.9295,106.95,단맛,과일류,피스타치오,무치기
D011195,생딸기 스노우빙수,아이스크림류,빙수류,553,7,3.276,119.6,단맛,과일류,딸기시럽,무치기
D011196,홍시 스노우 빙수,아이스크림류,빙수류,182,9,3.5217,128.57,단맛,과일류,딸기,무치기
D011197,트리플 초코 스노우 빙수,아이스크림류,빙수류,587,10,2.268,82.8,단맛,초콜릿,초콜릿,끓이기
D011198,콩고물 스노우 빙수,아이스크림류,빙수류,577,20,2.6082,95.22,단맛,곡물,당근,알 수 없음
D011199,트리플 치즈 스노우 빙수,아이스크림류,빙수류,757,28,2.9988,109.48,단맛,치즈,치즈,굽기
D015453,라인프렌즈 브라운,빵류,케이크류,260,3,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D015457,라인프렌즈 코니,빵류,케이크류,260,2,8,30,알 수 없음,알 수 없음,알 수 없음,알 수 없음
D011202,더블 그린티 스노우 빙수,아이스크림류,빙수류,890,19,3.4146,124.66,단맛,차류,녹차,무치기
D016935,new 6호 3단 화이트케이크(다리포함),빵류,케이크류,260,3,8,30,단맛,알 수 없음,알 수 없음,굽기
D011204,베리&베리 요거트 빙수,아이스크림류,빙수류,638,9,3.2067,117.07,단맛,유제품,요거트,무치기
D016932,6호 3단 화이트케이크,빵류,케이크류,255,3,8,30,단맛,알 수 없음,바닐라,굽기
D013502,DT밀당 케이크_레드 벨벳,빵류,케이크류,224,2,8,30,단맛,알 수 없음,초콜릿,굽기
D011207,옛날 팥빙수,아이스크림류,빙수류,905,25,2.3121,84.41,단맛,곡물,팥,끓이기
D011356,청도 아이스홍시,아이스크림류,아이스크림류,97,1,13.23,31.5,단맛,과일류,설탕,무치기
D011384,팥빙수,아이스크림류,빙수류,1419,29,6.1992,226.32,단맛,곡물,팥,끓이기
D011385,베리딸기빙수,아이스크림류,빙수류,661,8,6.9678,254.38,단맛,과일류,설탕,끓이기
D011386,초코악마빙수,아이스크림류,빙수류,700,9,4.8825,178.25,단맛,초콜릿,초콜릿,끓이기
D011387,쿠키앤크림빙수,아이스크림류,빙수류,1249,17,5.1849,189.29,단맛,유제품,초코시럽,무치기
D011388,인절미 눈꽃빙수,아이스크림류,빙수류,818,25,3.0366,110.86,단맛,유제품,팥소스,끓이기
D011389,딸기 눈꽃빙수,아이스크림류,빙수류,829,13,4.3533,158.93,단맛,과일류,딸기,무치기
D011390,그린티 빙수,아이스크림류,빙수류,1148,24,5.8149,212.29,단맛,차류,팥,끓이기
D011391,커피 빙수,아이스크림류,빙수류,938,17,5.4684,199.64,단맛,커피,커피,무치기
D011392,스윗 망고 빙수,아이스크림류,빙수류,570,6,6.048,220.8,단맛,과일류,망고,무치기
D011393,스윗 망고 눈꽃빙수,아이스크림류,빙수류,639,9,4.3092,157.32,단맛,과일류,망고,끓이기
D011395,옐로우파인 빙수,아이스크림류,빙수류,841,6,5.9976,218.96,단맛,과일류,딸기,무치기
D011396,옐로우파인눈꽃빙수,아이스크림류,빙수류,890,10,4.8762,178.02,단맛,유제품,딸기,무치기
D011397,핑크피치 빙수,아이스크림류,빙수류,730,6,5.607,204.7,단맛,과일류,복숭아,무치기
D011398,핑크피치 눈꽃빙수,아이스크림류,빙수류,652,7,4.0572,148.12,단맛,과일류,복숭아,무치기
D011399,딸기(싱글),아이스크림류,아이스크림류,126,0,9.45,22.5,단맛,과일류,설탕,무치기
D011400,딸기(더블),아이스크림류,아이스크림류,252,1,18.9,45,단맛,과일류,설탕,알 수 없음
D011401,딸기(스몰),아이스크림류,아이스크림류,378,1,28.35,67.5,단맛,과일류,설탕,알 수 없음
D011402,딸기(라지),아이스크림류,아이스크림류,630,2,47.25,112.5,단맛,과일류,설탕,알 수 없음
D011403,바닐라(싱글),아이스크림류,아이스크림류,203,1,9.45,22.5,단맛,향신료,설탕,알 수 없음
D011404,바닐라(더블),아이스크림류,아이스크림류,407,2,18.9,45,단맛,향신료,설탕,알 수 없음
D011405,바닐라(스몰),아이스크림류,아이스크림류,610,3,28.35,67.5,단맛,향신료,설탕,알 수 없음
D011406,바닐라(라지),아이스크림류,아이스크림류,1017,5,47.25,112.5,단맛,향신료,설탕,알 수 없음
D011407,리코타치즈(싱글),아이스크림류,아이스크림류,214,3,9.45,22.5,담백한맛,유제품,소금,굽기
D011408,리코타치즈(더블),아이스크림류,아이스크림류,428,5,18.9,45,담백한맛,유제품,우유,굽기
D011409,리코타치즈(스몰),아이스크림류,아이스크림류,643,8,28.35,67.5,담백한맛,유제품,알 수 없음,굽기
D011410,리코타치즈(라지),아이스크림류,아이스크림류,1071,14,47.25,112.5,담백한맛,유제품,소금,굽기
D011411,다크초콜릿(싱글),아이스크림류,아이스크림류,187,3,9.45,22.5,단맛,초콜릿,카카오,로스팅
D011412,다크초콜릿(더블),아이스크림류,아이스크림류,374,7,18.9,45,단맛,초콜릿,설탕,알 수 없음
D011413,다크초콜릿(스몰),아이스크림류,아이스크림류,560,10,28.35,67.5,단맛,초콜릿,카카오,로스팅
D011414,다크초콜릿(라지),아이스크림류,아이스크림류,934,17,47.25,112.5,단맛,초콜릿,설탕,알 수 없음
D011415,망고(싱글),아이스크림류,아이스크림류,119,1,9.45,22.5,단맛,과일류,설탕,무치기
D011416,망고(더블),아이스크림류,아이스크림류,238,2,18.9,45,단맛,과일류,당도,무치기
D011417,망고(스몰),아이스크림류,아이스크림류,356,3,28.35,67.5,단맛,과일류,설탕,무치기
D011418,망고(라지),아이스크림류,아이스크림류,594,5,47.25,112.5,단맛,과일류,설탕,무치기
D011419,그린티(싱글),아이스크림류,아이스크림류,171,3,9.45,22.5,단맛,차류,녹차,끓이기
D011420,그린티(더블),아이스크림류,아이스크림류,342,6,18.9,45,단맛,차류,녹차,굽기
D011421,그린티(스몰),아이스크림류,아이스크림류,513,8,28.35,67.5,단맛,차류,허니,끓이기
D011422,그린티(라지),아이스크림류,아이스크림류,855,14,47.25,112.5,단맛,차류,설탕,찌기
D011423,에스프레소(싱글),아이스크림류,아이스크림류,140,3,9.45,22.5,단맛,커피,물,굽기
D011424,에스프레소(더블),아이스크림류,아이스크림류,279,5,18.9,45,담백한맛,커피,물,굽기
D011425,에스프레소(스몰),아이스크림류,아이스크림류,419,8,28.35,67.5,담백한맛,커피,물,굽기
D011426,에스프레소(라지),아이스크림류,아이스크림류,698,13,47.25,112.5,단맛,커피,물,굽기
D011427,요거트(싱글),아이스크림류,아이스크림류,140,2,9.45,22.5,단맛,유제품,바이오필러스,무치기
D011428,요거트(더블),아이스크림류,아이스크림류,280,5,18.9,45,단맛,유제품,알 수 없음,알 수 없음
D011429,요거트(스몰),아이스크림류,아이스크림류,420,7,28.35,67.5,단맛,유제품,설탕,알 수 없음
D011430,요거트(라지),아이스크림류,아이스크림류,700,12,47.25,112.5,단맛,유제품,바닐라,알 수 없음
D011896,달콤파르페,아이스크림류,아이스크림류,497.3,5.6,50.505,120.25,단맛,유제품,설탕,알 수 없음
D013901,어피치 미니케이크,빵류,케이크류,170,3,8,30,단맛,알 수 없음,설탕,굽기
D011898,민트초코칩,아이스크림류,아이스크림류,250,3.8,10.5,25,단맛,초콜릿,초콜릿칩,굽기
D011899,초코릿 엑스타시,아이스크림류,아이스크림류,132,2,10.5,25,단맛,초콜릿,알몬드,굽기
D011900,카페 에스프레소,아이스크림류,아이스크림류,126,2,10.5,25,단맛,커피,우유,굽기
D011901,월넛버터 스카치,아이스크림류,아이스크림류,265,4.5,10.5,25,단맛,견과류,스카치,굽기
D011902,쿠키앤크림,아이스크림류,아이스크림류,130,2,10.5,25,단맛,밀가루,바닐라,굽기
D011903,바닐라클래식,아이스크림류,아이스크림류,115,2,10.5,25,단맛,향신료,바닐라,굽기
D015409,키즈스토리 케이크,빵류,케이크류,240,3,8,30,단맛,알 수 없음,알 수 없음,굽기
D011905,그린티,아이스크림류,아이스크림류,230,4.2,10.5,25,담백한맛,차류,꿀,끓이기
D011906,스트로베리,아이스크림류,아이스크림류,115,2,10.5,25,단맛,과일류,설탕,알 수 없음
D011907,프룻포레스트 요거트,아이스크림류,아이스크림류,180,3.7,10.5,25,단맛,유제품,블루베리,알 수 없음
D011908,보이즌 베리드림,아이스크림류,아이스크림류,220,3,10.5,25,담백한맛,과일류,딸기,알 수 없음
D011909,베리플릇 소르베,아이스크림류,아이스크림류,75,0,10.5,25,단맛,과일류,설탕,굽기
D011910,호키포키 바닐라,아이스크림류,아이스크림류,121,2,10.5,25,단맛,향신료,설탕,알 수 없음
